trade_direction,nl_company,netherlands_cn8,hs_code,hs_code_sure_level,product_description,marks_and_numbers,origin_country,destination_country,del_country,country_sure_level,year,month,period,sailing_date,estimate_arrival_date,actual_arrival_date,flow,mode_of_transportation,lane_value_usd,cif_value_usd,quantity_unit,weight_unit,supplier_name,supplier_address,supplier_city,supplier_phone,supplier_website,supplier_contact,indicator_true_supplier,importer_name,importer_address,importer_city,importer_phone,importer_website,importer_contact,indicator_true_buyer,notify_party_name,notify_party_address,also_notify_name,per_shipment_quantity,per_shipment_weight_kg,origin_port,destination_port,port_of_final_delivery,teu,feu,cbm,vessel_name,vessel_code,vessel_country_code,voyage,manifest_no,carrier_sasc_code,bill_type_code,bill_of_lading_no,master_bill_of_lading,container_id,container_size,container_type,container_desc_code,container_load_status,container_type_of_service,freight_forwarder_name,estimated_value_usd
Import (NL buyer),DoubleD Entertainment,90149000,901490,6,Navigational instruments and appliances; parts and accessories,MARKS8340,United Kingdom,Netherlands,Netherlands,5,2022,6,2022-06,2022-06-15,20220603,20220603,import,1,132215588.79,49885.1,kg,KG,SHEIN DISTRIBUTION UK LIMITED,[in full dataset],LONDON,,www.shein.co.uk,[in full dataset],Y,DoubleD Entertainment,[in full dataset],Uden,,,,N,SHEIN DISTRIBUTION UK LIMITED,[in full dataset],,8860.6,8860.6,Southampton,Amsterdam,Uden,1,1,11.08,HYUNDAI LOYALTY,IMO4911850,MH,V509,501,ZIMU,HBL,HLCU816339213,EGLV865139300,TGHU4620218,40GP,FLAT RACK,HC,FCL,CY/CY,Kuehne + Nagel,47139.07
Import (NL buyer),Truckland Services B.V.,87035000,870350,9,"Vehicles; with both compression-ignition internal combustion piston engine (diesel or semi-diesel) and electric motor for propulsion, incapable of being charged by plugging to external source of electric power",MARKS2012,Latvia,Netherlands,Netherlands,7,2024,1,2024-01,2024-01-26,20240125,20240125,import,1,750818.63,57671.43,kg,KG,Moller Baltic Import SE,[in full dataset],Marupes novads,,,,Y,Truckland Services B.V.,[in full dataset],Amsterdam,,www.truckland.nl,[in full dataset],Y,Moller Baltic Import SE,[in full dataset],,4575.4,4575.4,Main Container Port,Rotterdam,Amsterdam,1,1,5.72,MSC GULSUN,IMO2099712,PA,V366,417,OOLU,HBL,MAEU878294975,YMLU818217601,FCIU9195211,40GP,OPEN TOP,HC,FCL,CFS/CFS,Nippon Express,50815.93
Export (NL seller),Turkey Farm Ospel B.V.,03044730,030447,6,"Fish fillets; fresh or chilled, dogfish and other sharks",MARKS1655,Netherlands,Singapore,Singapore,9,2017,1,2017-01,2017-01-19,20170120,20170120,import,1,80234.46,6960.83,kg,KG,Turkey Farm Ospel B.V.,[in full dataset],Ospel,,,,Y,HAPPY FISH SWIM SCHOOL HOLDING PTE. LTD.,[in full dataset],Singapore,,,,Y,Turkey Farm Ospel B.V.,[in full dataset],,1874,1874,Rotterdam,Singapore (PSA),Singapore,1,1,2.34,COSCO UNIVERSE,IMO9744796,SG,V583,214,ONEY,MBL,COSU300166740,ONEY493506719,BMOU5643596,20GP,DRY,HC,FCL,CFS/CFS,CEVA Logistics,6568.85
Import (NL buyer),Nobian Industrial Chemicals B.V.,38252000,382520,5,"Residual products of the chemical or allied industries, not elsewhere specified or included; sewage sludge",MARKS8708,Slovakia,Netherlands,Netherlands,6,2023,7,2023-07,2023-07-09,20230707,20230707,import,1,160466.92,15103.39,kg,KG,M - CHEMICALS s.r.o.,[in full dataset],Bratislava,,www.m-chemicals.sk,[in full dataset],Y,Nobian Industrial Chemicals B.V.,[in full dataset],Amersfoort,,www.nobian.com,[in full dataset],N,M - CHEMICALS s.r.o.,[in full dataset],,24260.5,24260.5,Main Container Port,Amsterdam,Amersfoort,1,1,30.33,MSC GULSUN,IMO3377923,MH,V453,711,EGLV,MBL,COSU864800577,MAEU666101619,BMOU5804238,45HC,FLAT RACK,RF,LCL,CFS/CFS,Yusen Logistics,13771.65
Import (NL buyer),Timmerfabriek De Kievit Ridderkerk B.V.,76121000,761210,5,"Aluminium; collapsible tubular containers, for any material, (not compressed or liquefied gas), 300l capacity or less, whether or not lined, not fitted with mechanical/thermal equipment",MARKS9123,Chile,Netherlands,Netherlands,7,2022,1,2022-01,2022-01-11,20220103,20220103,import,1,60340.1,4592.29,kg,KG,Soc Comercial E Industrial Abalum Limitada,[in full dataset],SANTIAGO,,,,Y,Timmerfabriek De Kievit Ridderkerk B.V.,[in full dataset],Ridderkerk,,www.kievitkozijn.nl,[in full dataset],Y,Soc Comercial E Industrial Abalum Limitada,[in full dataset],,19776.4,19776.4,Valparaiso,Rotterdam,Ridderkerk,1,1,24.72,CMA CGM JULES VERNE,IMO6916298,LR,V429,456,COSU,HBL,YMLU806955541,YMLU158551659,TGHU4679938,45HC,OPEN TOP,HC,LCL,CFS/CFS,Kuehne + Nagel,4054.47
Import (NL buyer),Titan Wood B.V.,38276100,382761,9,"Mixtures containing halogenated derivatives of methane, ethane or propane; containing other hydrofluorocarbons (HFCs) but not containing chlorofluorocarbons (CFCs) or hydrochlorofluorocarbons (HCFCs); containing 15% or more by mass of 1,1,1-trifluoroethan",MARKS3188,Oman,Netherlands,Netherlands,6,2023,7,2023-07,2023-07-03,20230716,20230716,import,1,22985.46,25456.77,kg,KG,OQ,[in full dataset],Muscat,,www.oq.com,[in full dataset],N,Titan Wood B.V.,[in full dataset],Arnhem,,www.accoya.com,[in full dataset],Y,OQ,[in full dataset],,5949.9,5949.9,Main Container Port,Amsterdam,Arnhem,1,1,7.44,COSCO UNIVERSE,IMO7146689,SG,V122,375,COSU,HBL,ONEY381172981,HLCU864928717,BMOU2549827,40GP,FLAT RACK,HC,LCL,CFS/CFS,Yusen Logistics,22985.46
Import (NL buyer),Glashandel Balink B.V.,76071119,760711,9,"Aluminium; foil, (not backed), rolled (but not further worked), of a thickness not exceeding 0.2mm",MARKS3063,Nicaragua,Netherlands,Netherlands,9,2022,2,2022-02,2022-02-24,20220213,20220213,import,1,1304.32,1498.64,kg,KG,Liliam Beatriz Laguna Bermudez,[in full dataset],Managua,,,,Y,Glashandel Balink B.V.,[in full dataset],Heerenveen,,www.balink.nl,[in full dataset],Y,Liliam Beatriz Laguna Bermudez,[in full dataset],,4640.1,4640.1,Main Container Port,Rotterdam,Heerenveen,1,1,5.8,COSCO UNIVERSE,IMO1620480,SG,V939,825,OOLU,MBL,ONEY138948026,EGLV257332125,GESU3730024,40GP,REEFER,RF,LCL,CY/CFS,Nippon Express,1304.32
Import (NL buyer),LUKOIL Overseas Karachaganak B.V.,38085200,380852,7,"Insecticides and the like; containing goods specified in Subheading Note 1 to this Chapter; for retail sale or as preparations or articles; DDT (ISO) (clofenotane (INN)), in packings of 300g or less",MARKS3361,Ecuador,Netherlands,Netherlands,7,2023,7,2023-07,2023-07-23,20230723,20230723,import,1,223029.47,3534.31,kg,KG,Aditmaq Aditivos y Maquinarias S.A.S.,[in full dataset],Quito,,www.aditmaq.com,[in full dataset],Y,LUKOIL Overseas Karachaganak B.V.,[in full dataset],Amsterdam,,www.lukoil.com,[in full dataset],Y,Aditmaq Aditivos y Maquinarias S.A.S.,[in full dataset],,23879.3,23879.3,Main Container Port,Rotterdam,Amsterdam,1,1,29.85,MAERSK MOLLER,IMO7119840,SG,V743,567,EGLV,SWB,ONEY818986318,CMDU900555498,MSCU6454881,20GP,FLAT RACK,GP,FCL,CY/CFS,Nippon Express,3136.79
Export (NL seller),Supplementa Corporation B.V.,30021400,300214,6,"Blood, human or animal, antisera, other blood fractions and immunological products; immunological products, mixed, put up in measured doses or in forms or packings for retail sale",MARKS2612,Netherlands,Venezuela,Venezuela,7,2015,6,2015-06,2015-06-01,20150613,20150613,export,1,2760945.59,12021.35,kg,KG,Supplementa Corporation B.V.,[in full dataset],Winschoten,,www.supplementa.com,[in full dataset],Y,Drogueria Cobeca Occidente C.A.,[in full dataset],Maracaibo,,www.cobeca.com,[in full dataset],Y,Supplementa Corporation B.V.,[in full dataset],,18370.5,18370.5,Amsterdam,Main Container Port,Maracaibo,1,1,22.96,MADRID MAERSK,IMO4889306,MH,V601,901,OOLU,MBL,ONEY604601603,CMDU513199792,MSCU8551904,45HC,OPEN TOP,RF,FCL,CY/CFS,Sinotrans,10900.15
Import (NL buyer),Econvert Water & Energy Projects B.V.,27060000,270600,9,"Tar; distilled from coal, lignite or peat, and other mineral tars, whether or not dehydrated or partially distilled, including reconstituted tars",MARKS7455,Latvia,Netherlands,Netherlands,8,2025,10,2025-10,2025-10-26,20251014,20251014,import,1,1337111.54,10530.96,kg,KG,Enefit SIA,[in full dataset],Riga,,www.enefit.lv,[in full dataset],Y,Econvert Water & Energy Projects B.V.,[in full dataset],Heerenveen,,www.econvert.nl,[in full dataset],Y,Enefit SIA,[in full dataset],,3843.1,3843.1,Main Container Port,Amsterdam,Heerenveen,1,1,4.8,MADRID MAERSK,IMO1119558,PA,V570,500,APLU,SWB,YMLU862945596,MAEU873393800,TCLU9109122,20GP,DRY,RF,LCL,CFS/CFS,Bollore Logistics,9822.55
Import (NL buyer),Brenntag Nederland B.V.,38070090,380700,8,"Wood tar; wood tar oils; wood creosote; wood naphtha; vegetable pitch; brewers' pitch and similar preparations based on rosin, resin acids or on vegetable pitch",MARKS4518,Sri Lanka,Netherlands,Netherlands,8,2023,7,2023-07,2023-07-21,20230715,20230715,import,1,2222.69,2350.92,kg,KG,609 INDUSTRIAL CHEMICALS (PRIVATE) LIMITED,[in full dataset],,,,,Y,Brenntag Nederland B.V.,[in full dataset],Dordrecht,,www.brenntag.com,[in full dataset],N,609 INDUSTRIAL CHEMICALS (PRIVATE) LIMITED,[in full dataset],,7990.8,7990.8,Main Container Port,Amsterdam,Dordrecht,1,1,9.99,APL MEXICO CITY,IMO4858450,MH,V354,647,ONEY,HBL,COSU880322807,EGLV548789378,TCLU3707295,40HC,OPEN TOP,HC,FCL,CY/CFS,DHL Global Forwarding,2222.69
Export (NL seller),Umios Food Europe B.V.,03019500,030195,6,"Fish; live, southern bluefin tunas (Thunnus maccoyii)",MARKS3367,Netherlands,Serbia,Serbia,5,2017,7,2017-07,2017-07-17,20170702,20170702,export,1,10244.92,11322.25,kg,KG,Umios Food Europe B.V.,[in full dataset],Urk,,www.seafoodconnection.nl,[in full dataset],Y,DOO ALMEX PANCEVO,[in full dataset],Pancevo,,www.almex.rs,[in full dataset],Y,Umios Food Europe B.V.,[in full dataset],,18129.6,18129.6,Rotterdam,Main Container Port,Pancevo,1,1,22.66,HMM ALGECIRAS,IMO9738588,SG,V651,875,ONEY,MBL,EGLV561814654,EGLV577048732,MSCU2740664,40GP,TANK,HC,LCL,CFS/CFS,Yusen Logistics,10244.92
Import (NL buyer),Sea Dragon Energy (NW Gemsa) B.V.,27160000,271600,5,Electrical energy,MARKS3876,Hungary,Netherlands,Netherlands,9,2025,10,2025-10,2025-10-25,20251010,20251010,export,1,5181521.71,16653.69,kg,KG,Premier Energy Wind 158 Kft.,[in full dataset],Budapest,,,,Y,Sea Dragon Energy (NW Gemsa) B.V.,[in full dataset],Onbekend,,www.sdxenergy.com,[in full dataset],N,Premier Energy Wind 158 Kft.,[in full dataset],,3085.3,3085.3,Budapest (inland),Amsterdam,Onbekend,1,1,3.86,HMM ALGECIRAS,IMO9607095,SG,V367,443,MAEU,MBL,YMLU898622335,EGLV257648483,BMOU3030284,20GP,DRY,RF,FCL,CY/CFS,Kuehne + Nagel,15758.33
Import (NL buyer),Van Leeuwen Pipe and Tube North America B.V.,73051900,730519,7,"Iron or steel (excluding cast iron); line pipe of a kind used for oil or gas pipelines (not seamless), (not longitudinally welded), having circular cross-sections, external diameter exceeds 406.4mm",MARKS3181,Egypt,Netherlands,Netherlands,5,2021,3,2021-03,2021-03-13,20210328,20210328,export,1,143252.01,42932.54,kg,KG,HASSAN ALLAM CONSTRUCTION (H.A.C) COMPANY,[in full dataset],Cairo,,www.hassanallam.com,[in full dataset],Y,Van Leeuwen Pipe and Tube North America B.V.,[in full dataset],Zwijndrecht,,www.vanleeuwen.com,[in full dataset],N,HASSAN ALLAM CONSTRUCTION (H.A.C) COMPANY,[in full dataset],,9727.1,9727.1,Sokhna,Amsterdam,Zwijndrecht,1,1,12.16,CMA CGM JULES VERNE,IMO3270551,PA,V749,486,OOLU,SWB,YMLU494423463,CMDU960176489,BMOU4810560,40HC,FLAT RACK,HC,FCL,CFS/CFS,Kuehne + Nagel,39949.4
Import (NL buyer),Landlust Agro B.V.,03025300,030253,8,"Fish; fresh or chilled, coalfish (Pollachius virens), excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0302.91 to 0302.99",MARKS8209,Romania,Netherlands,Netherlands,9,2017,8,2017-08,2017-08-27,20170815,20170815,import,1,10125.02,10724.99,kg,KG,OCEAN FISH SRL,[in full dataset],Afumati,,www.oceanfish.ro,[in full dataset],N,Landlust Agro B.V.,[in full dataset],Moerkapelle,,,,Y,OCEAN FISH SRL,[in full dataset],,21877.8,21877.8,Main Container Port,Amsterdam,Moerkapelle,1,1,27.35,HMM ALGECIRAS,IMO6454129,LR,V595,259,COSU,HBL,YMLU993007679,EGLV961482991,TCLU2279796,45HC,REEFER,RF,FCL,CY/CY,Sinotrans,10125.02
Export (NL seller),Poorthuis Industrial Services B.V.,32081090,320810,6,"Paints and varnishes; based on polyesters, dispersed or dissolved in a non-aqueous medium",MARKS5026,Netherlands,San Marino,San Marino,8,2026,1,2026-01,2026-01-13,20260113,20260113,export,1,1326.42,1499.05,kg,KG,Poorthuis Industrial Services B.V.,[in full dataset],Oldenzaal,,www.poorthuis.com,[in full dataset],Y,MINIMALGROUP SRL,[in full dataset],REPUBBLICA DI SAN MARINO,,,,Y,Poorthuis Industrial Services B.V.,[in full dataset],,3062,3062,Rotterdam,Main Container Port,REPUBBLICA DI SAN MARINO,1,1,3.83,OOCL HONG KONG,IMO5198383,MH,V166,47,APLU,SWB,HLCU933279072,MAEU447157870,TGHU5186328,45HC,REEFER,RF,FCL,CFS/CFS,Bollore Logistics,1326.42
Export (NL seller),Future Pipe International B.V.,73259990,732599,9,"Iron or steel; cast articles, excluding grinding balls and similar articles for mills, other than of non-malleable cast iron",MARKS8380,Netherlands,Indonesia,Indonesia,9,2021,3,2021-03,2021-03-25,20210306,20210306,export,1,402966.15,3357.32,kg,KG,Future Pipe International B.V.,[in full dataset],Hardenberg,,www.futurepipe.com,[in full dataset],Y,PT LOTUS LINGGA PRATAMA,[in full dataset],Kabupaten Bandung Barat,,www.llpgold.com,[in full dataset],Y,Future Pipe International B.V.,[in full dataset],,7578.8,7578.8,Rotterdam,Makassar,Kabupaten Bandung Barat,1,1,9.47,MADRID MAERSK,IMO6597037,MH,V423,535,HMMU,SWB,MAEU535913441,COSU550572483,GESU3079641,40GP,TANK,HC,FCL,CFS/CFS,Expeditors,2982.78
Export (NL seller),Linde Gas Cryoservices B.V.,84431700,844317,9,Printing machinery; gravure,MARKS1244,Netherlands,Madagascar,Madagascar,6,2018,12,2018-12,2018-12-18,20181205,20181205,export,1,332163.93,5054.2,kg,KG,Linde Gas Cryoservices B.V.,[in full dataset],Schiedam,,www.linde-gas.nl,[in full dataset],Y,EKO TUK TOUR,[in full dataset],Nosy Be,,,,N,Linde Gas Cryoservices B.V.,[in full dataset],,11098.2,11098.2,Amsterdam,Main Container Port,Nosy Be,1,1,13.87,MSC GULSUN,IMO5601583,SG,V134,99,MAEU,MBL,ONEY951733643,MAEU751110698,GESU1951208,20GP,REEFER,GP,LCL,CY/CFS,DB Schenker,4708.67
Export (NL seller),Buitenplaats De Hooge Veluwe B.V.,87049000,870490,5,"Vehicles; for transport of goods, n.e.c. in heading no. 8704",MARKS6599,Netherlands,Cyprus,Cyprus,5,2024,1,2024-01,2024-01-26,20240105,20240105,export,1,1079344.59,589.73,kg,KG,Buitenplaats De Hooge Veluwe B.V.,[in full dataset],Arnhem,,,,N,REMITONIA CO LIMITED,[in full dataset],Limassol,,kia.com.cy,[in full dataset],Y,Buitenplaats De Hooge Veluwe B.V.,[in full dataset],,1950.7,1950.7,Amsterdam,Main Container Port,Limassol,1,1,2.44,HYUNDAI LOYALTY,IMO4329637,MH,V921,17,OOLU,SWB,CMDU336889259,HLCU861968537,CAIU1529171,45HC,OPEN TOP,HC,FCL,CY/CFS,Expeditors,524.42
Export (NL seller),Cimcool Industrial Products B.V.,38089130,380891,8,Insecticides; other than containing goods specified in Subheading Notes 1 & 2 to this Chapter; put up in forms or packings for retail sale or as preparations or articles,MARKS4424,Netherlands,Canada,Canada,9,2023,7,2023-07,2023-07-14,20230728,20230728,import,1,949707.14,1055.8,kg,KG,Cimcool Industrial Products B.V.,[in full dataset],Vlaardingen,,www.cimcool.net,[in full dataset],Y,A & C American Chemicals Ltd,[in full dataset],Saint-Laurent,,,,Y,Cimcool Industrial Products B.V.,[in full dataset],,17886.5,17886.5,Rotterdam,"Vancouver, BC",Saint-Laurent,1,1,22.36,MADRID MAERSK,IMO4263116,LR,V361,242,HLCU,HBL,COSU322292372,YMLU228593642,BMOU3878016,45HC,OPEN TOP,HC,FCL,CFS/CFS,Sinotrans,970.18
Export (NL seller),Scooter Center Helmond,90328900,903289,6,"Regulating or controlling instruments and apparatus; automatic, other than hydraulic or pneumatic",MARKS9026,Netherlands,Saudi Arabia,Saudi Arabia,6,2022,6,2022-06,2022-06-03,20220622,20220622,export,1,35017700.3,219.24,kg,KG,Scooter Center Helmond,[in full dataset],Helmond,,,,Y,PROFESSIONAL MEDICAL EXPERTISE COMPANY,[in full dataset],Al Khobar,,www.promedex.com,[in full dataset],Y,Scooter Center Helmond,[in full dataset],,3507.4,3507.4,Amsterdam,Dammam,Al Khobar,1,1,4.38,CMA CGM JULES VERNE,IMO1370425,MH,V619,229,COSU,HBL,MSCU251083394,MSCU301383685,GESU9269652,20GP,OPEN TOP,HC,LCL,CY/CFS,DHL Global Forwarding,200
Export (NL seller),Zwibo B.V.,90179000,901790,5,"Drawing, marking-out equipment and mathematical instruments; parts and accessories",MARKS4256,Netherlands,Pakistan,Pakistan,7,2019,12,2019-12,2019-12-26,20191202,20191202,export,1,6310929.28,530.68,kg,KG,Zwibo B.V.,[in full dataset],'s-Gravenzande,,www.dartswarehouse.com,[in full dataset],Y,FAYAZ GOLD LASERS SYSTEM & LAB,[in full dataset],Kohat,,,,Y,Zwibo B.V.,[in full dataset],,20686.3,20686.3,Amsterdam,Karachi (Port Qasim),Kohat,1,1,25.86,APL MEXICO CITY,IMO8560823,PA,V510,21,COSU,SWB,HLCU506387666,CMDU171318350,GESU9304187,40GP,REEFER,GP,FCL,CY/CFS,DHL Global Forwarding,494.74
Export (NL seller),Em. de Jong Vastgoed Beheer B.V.,87116090,871160,5,"Motorcycles (including mopeds) and cycles; fitted with auxiliary motor, with electric motor for propulsion, with or without side-cars; side-cars",MARKS7762,Netherlands,Egypt,Egypt,5,2024,1,2024-01,2024-01-22,20240108,20240108,import,1,1014152.06,4166.84,kg,KG,Em. de Jong Vastgoed Beheer B.V.,[in full dataset],Baarle Nassau,,www.emdejong.nl,[in full dataset],Y,EGYPTIAN COMPANY FOR AUTOMOTIVE PARTS,[in full dataset],6th of October City,,www.elkhanagry.com,[in full dataset],Y,Em. de Jong Vastgoed Beheer B.V.,[in full dataset],,7167.3,7167.3,Amsterdam,Port Said,6th of October City,1,1,8.96,HMM ALGECIRAS,IMO7809892,LR,V309,624,ONEY,HBL,COSU121609962,YMLU965775383,GESU3155897,40HC,TANK,HC,FCL,CFS/CFS,Yusen Logistics,3801.74
Export (NL seller),Trefoil Trading B.V.,27121090,271210,8,Petroleum jelly,MARKS2641,Netherlands,Belarus,Belarus,5,2016,10,2016-10,2016-10-22,20161012,20161012,export,1,122820.82,804.75,kg,KG,Trefoil Trading B.V.,[in full dataset],Pernis Rotterdam,,www.trefoil.nl,[in full dataset],Y,"TOTFI, OOO",[in full dataset],g. Minsk,,,,Y,Trefoil Trading B.V.,[in full dataset],,13389.9,13389.9,Rotterdam,Main Container Port,g. Minsk,1,1,16.74,MAERSK MOLLER,IMO1701581,SG,V732,744,ONEY,MBL,ONEY941451677,COSU554403350,BMOU3675583,45HC,REEFER,HC,FCL,CY/CFS,Nippon Express,707.15
Export (NL seller),Incyte Biosciences Distribution B.V.,30024200,300242,9,"Vaccines, toxins, cultures of micro-organisms (excluding yeasts) and similar products; for veterinary medicine",MARKS7910,Netherlands,Egypt,Egypt,5,2015,6,2015-06,2015-06-27,20150614,20150614,import,1,7147916.01,2543.2,kg,KG,Incyte Biosciences Distribution B.V.,[in full dataset],Amsterdam,,,,Y,EGYPTIAN COMPANY FOR CHEMICALS AND PHARMACEUTICAL PRODUCTS,[in full dataset],Cairo,,www.adwia.com,[in full dataset],Y,Incyte Biosciences Distribution B.V.,[in full dataset],,11636.9,11636.9,Amsterdam,Alexandria,Cairo,1,1,14.55,EVER ACME,IMO4226350,PA,V266,836,MSCU,SWB,YMLU142205721,MAEU273291223,TGHU3437595,40GP,FLAT RACK,GP,FCL,CY/CY,Bollore Logistics,2362.19
Export (NL seller),NOV Tuboscope NL B.V.,73041990,730419,7,"Iron or steel (excluding cast iron or stainless steel); seamless, line pipe of a kind used for oil or gas pipelines",MARKS9779,Netherlands,Mali,Mali,9,2021,3,2021-03,2021-03-21,20210314,20210314,export,1,349514.26,797.48,kg,KG,NOV Tuboscope NL B.V.,[in full dataset],Coevorden,,www.nov.com,[in full dataset],Y,SOCIETE DES MINES DE GOUNKOTO,[in full dataset],Bamako,,www.barrick.com,[in full dataset],Y,NOV Tuboscope NL B.V.,[in full dataset],,2933.2,2933.2,Rotterdam,Main Container Port,Bamako,1,1,3.67,APL MEXICO CITY,IMO6243921,SG,V352,46,MAEU,SWB,ONEY970385932,EGLV698124499,FCIU7281044,40HC,DRY,GP,LCL,CY/CY,DB Schenker,705.97
Export (NL seller),Vereijken Kwekerijen B.V.,03025411,030254,8,"Fish; fresh or chilled, hake (Merluccius spp., Urophycis spp.), excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0302.91 to 0302.99",MARKS1065,Netherlands,Jordan,Jordan,9,2017,8,2017-08,2017-08-06,20170822,20170822,export,1,80584.6,61259.04,kg,KG,Vereijken Kwekerijen B.V.,[in full dataset],Beek en Donk,,www.vereijkenkwekerijen.nl,[in full dataset],Y,FISHERMAN'S FISH,[in full dataset],Az Zarqa,,,,N,Vereijken Kwekerijen B.V.,[in full dataset],,12096.1,12096.1,Rotterdam,Main Container Port,Az Zarqa,1,1,15.12,MADRID MAERSK,IMO3958345,LR,V619,223,OOLU,SWB,EGLV652567455,MAEU942111996,FCIU5371975,40HC,TANK,RF,FCL,CY/CFS,DHL Global Forwarding,58013.05
Import (NL buyer),Brocacef B.V.,30041000,300410,7,"Medicaments; containing penicillins, streptomycins or their derivatives, for therapeutic or prophylactic uses, packaged for retail sale",MARKS5792,Malaysia,Netherlands,Netherlands,6,2015,6,2015-06,2015-06-09,20150625,20150625,import,1,46457.7,50998.45,kg,KG,GOLDEN HP AGENCY SDN. BHD.,[in full dataset],Kuantan,,www.ghp.com.my,[in full dataset],Y,Brocacef B.V.,[in full dataset],Utrecht,,www.brocacef.nl,[in full dataset],Y,GOLDEN HP AGENCY SDN. BHD.,[in full dataset],,23195.2,23195.2,Tanjung Pelepas,Amsterdam,Utrecht,1,1,28.99,EVER GIVEN,IMO2227464,LR,V836,451,APLU,MBL,COSU896620796,EGLV535322821,BMOU2295305,40GP,REEFER,HC,LCL,CY/CFS,Expeditors,46457.7
Export (NL seller),Azule Energy Angola B.V.,27011900,270119,9,"Coal; (other than anthracite and bituminous), whether or not pulverised but not agglomerated",MARKS9674,Netherlands,Latvia,Latvia,8,2016,10,2016-10,2016-10-16,20161023,20161023,export,1,353340.3,4794.91,kg,KG,Azule Energy Angola B.V.,[in full dataset],Amsterdam,,,,Y,Scener SIA,[in full dataset],Riga,,www.balticenergy.ee/lv,[in full dataset],Y,Azule Energy Angola B.V.,[in full dataset],,3067.9,3067.9,Amsterdam,Main Container Port,Riga,1,1,3.83,OOCL HONG KONG,IMO2931108,SG,V345,998,YMLU,MBL,HLCU623272522,MAEU147446690,GESU6233194,40HC,DRY,RF,LCL,CY/CFS,Sinotrans,4188.17
Import (NL buyer),Europort Pharmaceuticals B.V.,30041000,300410,8,"Medicaments; containing penicillins, streptomycins or their derivatives, for therapeutic or prophylactic uses, packaged for retail sale",MARKS3439,China,Netherlands,Netherlands,7,2015,6,2015-06,2015-06-09,20150612,20150612,import,1,4125003.68,270.17,kg,KG,"Shenyang Sunshine Pharmaceutical Co., Ltd.",[in full dataset],Shenyang,,www.3sbio.com,[in full dataset],Y,Europort Pharmaceuticals B.V.,[in full dataset],Rotterdam,,www.europort-pharma.eu,[in full dataset],Y,"Shenyang Sunshine Pharmaceutical Co., Ltd.",[in full dataset],,19217.6,19217.6,Ningbo-Zhoushan,Amsterdam,Rotterdam,1,1,24.02,BARZAN,IMO6274979,LR,V908,549,COSU,SWB,MSCU239011942,CMDU651686157,TCLU4586644,20GP,OPEN TOP,GP,LCL,CFS/CFS,Bollore Logistics,253.54
