product,india_itc_hs8,netherlands_cn8,hs_code,hs_code_sure_level,product_description,marks_and_numbers,origin_country,destination_country,del_country,country_sure_level,year,month,period,sailing_date,estimate_arrival_date,actual_arrival_date,flow,mode_of_transportation,lane_value_usd,cif_value_usd,quantity_unit,weight_unit,supplier_name,supplier_duns,supplier_address,supplier_city,supplier_phone,supplier_website,supplier_contact,indicator_true_supplier,importer_name,importer_address,importer_city,importer_phone,importer_website,importer_contact,indicator_true_buyer,notify_party_name,notify_party_address,also_notify_name,per_shipment_quantity,per_shipment_weight_kg,origin_port,destination_port,port_of_final_delivery,teu,feu,cbm,vessel_name,vessel_code,vessel_country_code,voyage,manifest_no,carrier_sasc_code,bill_type_code,bill_of_lading_no,master_bill_of_lading,container_id,container_size,container_type,container_desc_code,container_load_status,container_type_of_service,freight_forwarder_name,estimated_value_usd
Ginger (whole),09101130,09101100,091011,5,"Spices; ginger, neither crushed nor ground",MARKS9945,India,Netherlands,Netherlands,7,2025,8,2025-08,2025-08-23,20250816,20250816,import,1,3726323.53,1618.29,kg,KG,MATE PATIL URBAN NIDHI LIMITED,[in full dataset],[in full dataset],Aurangabad,,,,Y,JACOBS DOUWE EGBERTS NL B.V.,[in full dataset],Utrecht,,www.de.nl,[in full dataset],N,MATE PATIL URBAN NIDHI LIMITED,[in full dataset],,22715.7,22715.7,Tuticorin,Rotterdam,Utrecht,1,1,28.39,HMM ALGECIRAS,IMO8286698,MH,V657,2,YMLU,MBL,ONEY830626095,MSCU985643593,GESU1558538,45HC,FLAT RACK,RF,LCL,CY/CY,Bollore Logistics,1476.49
"Ginger, crushed/ground",09101290,09101200,091012,6,"Spices; ginger, crushed or ground",MARKS3997,India,Netherlands,Netherlands,8,2025,7,2025-07,2025-07-14,20250709,20250709,import,1,4053624.08,9158.88,kg,KG,COTHAS COFFEE CO,[in full dataset],[in full dataset],Bengaluru,,,,N,Pelican Rouge Coffee Roasters B.V.,[in full dataset],Dordrecht,,www.pelicanrougecoffeeroasters.com,[in full dataset],Y,COTHAS COFFEE CO,[in full dataset],,21488.9,21488.9,Chennai,Amsterdam,Dordrecht,1,1,26.86,CSCL GLOBE,IMO5403464,SG,V440,9,CMDU,MBL,COSU734959749,CMDU231083052,TGHU2066569,40HC,FLAT RACK,RF,FCL,CY/CFS,DB Schenker,8492.81
"Black pepper, crushed/ground",09041200,09041200,090412,7,"Spices; pepper (of the genus piper), crushed or ground",MARKS4513,India,Netherlands,Netherlands,8,2025,3,2025-03,2025-03-27,20250309,20250309,import,1,4166176.36,9210.73,kg,KG,GINGER COURT,[in full dataset],[in full dataset],Hyderabad,,,,N,JACOBS DOUWE EGBERTS NL B.V.,[in full dataset],Utrecht,,www.de.nl,[in full dataset],N,GINGER COURT,[in full dataset],,17607.8,17607.8,Cochin,Rotterdam,Utrecht,1,1,22.01,YM WARRANTY,IMO3631966,PA,V505,538,MSCU,SWB,YMLU547454619,HLCU724776661,BMOU9109227,20GP,FLAT RACK,RF,LCL,CFS/CFS,DHL Global Forwarding,8299.05
"Chilli/Capsicum, crushed/ground",09042211,09042200,090422,6,"Spices; fruits of the genus Capsicum or Pimenta, crushed or ground",MARKS3715,India,Netherlands,Netherlands,9,2024,7,2024-07,2024-07-27,20240727,20240727,import,1,9582182.28,49008.43,kg,KG,EMPIRE SPICES AND FOODS LIMITED,[in full dataset],[in full dataset],Mumbai,,www.esfl.co.in,[in full dataset],Y,JACOBS DOUWE EGBERTS NL B.V.,[in full dataset],Utrecht,,www.de.nl,[in full dataset],Y,EMPIRE SPICES AND FOODS LIMITED,[in full dataset],,8966.1,8966.1,Kolkata,Rotterdam,Utrecht,1,1,11.21,APL MEXICO CITY,IMO1724356,PA,V538,717,YMLU,SWB,ONEY573075973,CMDU450125235,FCIU9662378,20GP,TANK,RF,LCL,CY/CFS,DHL Global Forwarding,42773.24
Coriander seeds,09092110,09092100,090921,9,"Spices; coriander seeds, neither crushed nor ground",MARKS5765,India,Netherlands,Netherlands,9,2025,7,2025-07,2025-07-09,20250719,20250719,import,1,4053624.08,18604.08,kg,KG,AACHI SPICES AND FOODS PRIVATE LIMITED,[in full dataset],[in full dataset],Chennai,,www.aachigroup.com,[in full dataset],Y,JACOBS DOUWE EGBERTS NL B.V.,[in full dataset],Utrecht,,www.de.nl,[in full dataset],Y,AACHI SPICES AND FOODS PRIVATE LIMITED,[in full dataset],,6269.4,6269.4,Chennai,Rotterdam,Utrecht,1,1,7.84,MSC GULSUN,IMO2511557,LR,V643,517,MSCU,MBL,MAEU631881168,YMLU120122577,TGHU7976666,20GP,DRY,GP,LCL,CY/CFS,DSV,16972.65
Ginger (whole),09101110,09101100,091011,7,"Spices; ginger, neither crushed nor ground",MARKS8258,India,Netherlands,Netherlands,6,2024,5,2024-05,2024-05-02,20240502,20240502,import,1,8128089.63,10573.04,kg,KG,INDIAN RAILWAY CATERING AND TOURISM CORPORATION LIMITED,[in full dataset],[in full dataset],New Delhi,,www.irctc.com/,[in full dataset],Y,J.S. Polak Koninklijke Specerijenmaalderij B.V.,[in full dataset],Steenwijk,,www.royalpolakspices.com,[in full dataset],Y,INDIAN RAILWAY CATERING AND TOURISM CORPORATION LIMITED,[in full dataset],,17871.7,17871.7,Kolkata,Amsterdam,Steenwijk,1,1,22.34,ONE APUS,IMO1841503,PA,V314,437,APLU,HBL,YMLU359365993,EGLV318813999,TCLU4224103,40HC,FLAT RACK,HC,FCL,CY/CFS,Sinotrans,9425.94
"Coriander, crushed/ground",09092200,09092200,090922,5,"Spices; coriander seeds, crushed or ground",MARKS2559,India,Netherlands,Netherlands,8,2025,5,2025-05,2025-05-09,20250523,20250523,import,1,8489332.66,2915.53,kg,KG,DAMN FINE PREMIUM FOOD SOLUTIONS PRIVATE LIMITED,[in full dataset],[in full dataset],Chennai,,,,N,JACOBS DOUWE EGBERTS NL B.V.,[in full dataset],Utrecht,,www.de.nl,[in full dataset],Y,DAMN FINE PREMIUM FOOD SOLUTIONS PRIVATE LIMITED,[in full dataset],,8671.9,8671.9,Cochin,Amsterdam,Utrecht,1,1,10.84,CSCL GLOBE,IMO8272286,LR,V155,698,ZIMU,SWB,HLCU680496739,MAEU565269657,BMOU7711922,20GP,DRY,HC,LCL,CY/CY,DB Schenker,2749.07
Turmeric,09103090,09103000,091030,9,Spices; turmeric (curcuma),MARKS8836,India,Netherlands,Netherlands,5,2025,8,2025-08,2025-08-03,20250805,20250805,import,1,3726323.53,1108.86,kg,KG,MALABAR SPICES,[in full dataset],[in full dataset],Kottayam,,,,Y,JACOBS DOUWE EGBERTS NL B.V.,[in full dataset],Utrecht,,www.de.nl,[in full dataset],Y,MALABAR SPICES,[in full dataset],,4737.6,4737.6,"Mundra, Gujarat",Rotterdam,Utrecht,1,1,5.92,COSCO UNIVERSE,IMO4709832,MH,V907,406,YMLU,MBL,CMDU665062979,MAEU381273208,BMOU6090355,20GP,FLAT RACK,HC,LCL,CY/CY,DSV,994.27
Ginger (whole),09101120,09101100,091011,7,"Spices; ginger, neither crushed nor ground",MARKS2145,India,Netherlands,Netherlands,5,2024,7,2024-07,2024-07-03,20240717,20240717,import,1,9582182.28,2645.3,kg,KG,SRI NARASUS COFFEE COMPANY PRIVATE LIMITED,[in full dataset],[in full dataset],Salem,,www.narasuscoffee.in,[in full dataset],Y,JACOBS DOUWE EGBERTS NL B.V.,[in full dataset],Utrecht,,www.de.nl,[in full dataset],Y,SRI NARASUS COFFEE COMPANY PRIVATE LIMITED,[in full dataset],,15403.5,15403.5,"Nhava Sheva (JNPT), Mumbai",Rotterdam,Utrecht,1,1,19.25,HYUNDAI LOYALTY,IMO9969602,MH,V171,813,CMDU,HBL,COSU174862561,MAEU985489950,BMOU5845228,45HC,TANK,RF,FCL,CY/CY,Sinotrans,2400.8
Coriander seeds,09092110,09092100,090921,7,"Spices; coriander seeds, neither crushed nor ground",MARKS4463,India,Netherlands,Netherlands,5,2025,10,2025-10,2025-10-20,20251019,20251019,import,1,3212795.96,10678.25,kg,KG,CCL PRODUCTS (INDIA) LIMITED,[in full dataset],[in full dataset],Hyderabad,,www.cclproducts.com,[in full dataset],Y,JACOBS DOUWE EGBERTS NL B.V.,[in full dataset],Utrecht,,www.de.nl,[in full dataset],Y,CCL PRODUCTS (INDIA) LIMITED,[in full dataset],,23148.2,23148.2,"Mundra, Gujarat",Rotterdam,Utrecht,1,1,28.94,HMM ALGECIRAS,IMO5833661,SG,V894,837,HLCU,HBL,HLCU549205266,CMDU388379910,TGHU7564341,40GP,REEFER,HC,LCL,CY/CFS,Kuehne + Nagel,9644.73
"Black pepper, crushed/ground",09041200,09041200,090412,5,"Spices; pepper (of the genus piper), crushed or ground",MARKS5163,India,Netherlands,Netherlands,6,2025,9,2025-09,2025-09-10,20250905,20250905,import,1,4355714.92,43744.15,kg,KG,EMPIRE SPICES AND FOODS LIMITED,[in full dataset],[in full dataset],Mumbai,,www.esfl.co.in,[in full dataset],Y,JACOBS DOUWE EGBERTS NL B.V.,[in full dataset],Utrecht,,www.de.nl,[in full dataset],Y,EMPIRE SPICES AND FOODS LIMITED,[in full dataset],,17571.9,17571.9,Kandla,Amsterdam,Utrecht,1,1,21.96,OOCL HONG KONG,IMO4397729,PA,V716,141,MAEU,SWB,MSCU605194453,EGLV223462438,MSCU8463521,45HC,FLAT RACK,GP,FCL,CY/CY,Yusen Logistics,39430.67
Cumin seeds,09093111,09093100,090931,9,"Spices; cumin seeds, neither crushed nor ground",MARKS6850,India,Netherlands,Netherlands,7,2024,5,2024-05,2024-05-04,20240513,20240513,import,1,8128089.63,11117.88,kg,KG,INDIAN RAILWAY CATERING AND TOURISM CORPORATION LIMITED,[in full dataset],[in full dataset],New Delhi,,www.irctc.com/,[in full dataset],N,JACOBS DOUWE EGBERTS NL B.V.,[in full dataset],Utrecht,,www.de.nl,[in full dataset],Y,INDIAN RAILWAY CATERING AND TOURISM CORPORATION LIMITED,[in full dataset],,14269.1,14269.1,Kolkata,Rotterdam,Utrecht,1,1,17.84,EVER ACME,IMO7640963,MH,V594,544,MAEU,SWB,COSU331963097,ONEY246295620,TCLU7073461,40HC,TANK,GP,FCL,CY/CFS,Kuehne + Nagel,9840.26
Turmeric,09103010,09103000,091030,6,Spices; turmeric (curcuma),MARKS4850,India,Netherlands,Netherlands,7,2024,8,2024-08,2024-08-23,20240808,20240808,import,1,6613112.5,9151.8,kg,KG,GANESH FOOD PRODUCTS PRIVATE LIMITED,[in full dataset],[in full dataset],Bengaluru,,www.bayarscoffee.com,[in full dataset],Y,JACOBS DOUWE EGBERTS NL B.V.,[in full dataset],Utrecht,,www.de.nl,[in full dataset],Y,GANESH FOOD PRODUCTS PRIVATE LIMITED,[in full dataset],,19764.9,19764.9,Cochin,Rotterdam,Utrecht,1,1,24.71,HMM ALGECIRAS,IMO8666383,PA,V350,455,APLU,MBL,YMLU847556762,COSU106266237,TGHU7498201,40HC,FLAT RACK,RF,LCL,CY/CY,Yusen Logistics,8405.89
"Coriander, crushed/ground",09092200,09092200,090922,7,"Spices; coriander seeds, crushed or ground",MARKS1265,India,Netherlands,Netherlands,7,2024,5,2024-05,2024-05-16,20240513,20240513,import,1,8128089.63,43769.06,kg,KG,ANNADA SPICES INDUSTRY,[in full dataset],[in full dataset],West Tripura,,www.longtharai.in,[in full dataset],Y,Continaf B.V.,[in full dataset],Zaandam,,www.daarnhouwer.com,[in full dataset],Y,ANNADA SPICES INDUSTRY,[in full dataset],,18069.4,18069.4,Kolkata,Amsterdam,Zaandam,1,1,22.59,HYUNDAI LOYALTY,IMO6795824,PA,V606,501,EGLV,MBL,EGLV486072490,COSU227612674,MSCU4181796,40GP,TANK,RF,LCL,CFS/CFS,Kuehne + Nagel,38713.22
Black pepper (whole),09041130,09041100,090411,5,"Spices; pepper (of the genus piper), neither crushed nor ground",MARKS6430,India,Netherlands,Netherlands,5,2025,6,2025-06,2025-06-10,20250614,20250614,import,1,11170668.99,21571.88,kg,KG,UNITED COFFEE HOUSE,[in full dataset],[in full dataset],New Delhi,,,,Y,JACOBS DOUWE EGBERTS NL B.V.,[in full dataset],Utrecht,,www.de.nl,[in full dataset],Y,UNITED COFFEE HOUSE,[in full dataset],,7633.9,7633.9,"Mundra, Gujarat",Amsterdam,Utrecht,1,1,9.54,MSC GULSUN,IMO6784272,PA,V393,788,MSCU,HBL,COSU509786322,MAEU827990057,GESU8155842,40GP,FLAT RACK,RF,LCL,CY/CFS,DSV,19184.91
"Ginger, crushed/ground",09101210,09101200,091012,9,"Spices; ginger, crushed or ground",MARKS6411,India,Netherlands,Netherlands,8,2024,8,2024-08,2024-08-03,20240802,20240802,import,1,6613112.5,41884.41,kg,KG,MCLEOD RUSSEL INDIA LIMITED,[in full dataset],[in full dataset],Kolkata,,www.mcleodrussel.com,[in full dataset],Y,JACOBS DOUWE EGBERTS NL B.V.,[in full dataset],Utrecht,,www.de.nl,[in full dataset],Y,MCLEOD RUSSEL INDIA LIMITED,[in full dataset],,13560.6,13560.6,Tuticorin,Rotterdam,Utrecht,1,1,16.95,COSCO UNIVERSE,IMO3400458,MH,V393,408,MAEU,SWB,CMDU773977120,EGLV892312973,CAIU4157813,40GP,DRY,RF,LCL,CY/CFS,Kuehne + Nagel,38885.54
Ginger (whole),09101130,09101100,091011,8,"Spices; ginger, neither crushed nor ground",MARKS9735,India,Netherlands,Netherlands,9,2024,7,2024-07,2024-07-13,20240716,20240716,import,1,9582182.28,24055.47,kg,KG,INDIAN RAILWAY CATERING AND TOURISM CORPORATION LIMITED,[in full dataset],[in full dataset],New Delhi,,www.irctc.com/,[in full dataset],Y,JACOBS DOUWE EGBERTS NL B.V.,[in full dataset],Utrecht,,www.de.nl,[in full dataset],Y,INDIAN RAILWAY CATERING AND TOURISM CORPORATION LIMITED,[in full dataset],,20401.7,20401.7,"Mundra, Gujarat",Amsterdam,Utrecht,1,1,25.5,COSCO UNIVERSE,IMO1255495,PA,V986,958,MSCU,HBL,HLCU670948098,CMDU546866603,GESU5338576,40HC,DRY,RF,LCL,CFS/CFS,Nippon Express,21286.83
"Ginger, crushed/ground",09101210,09101200,091012,5,"Spices; ginger, crushed or ground",MARKS1982,India,Netherlands,Netherlands,9,2025,7,2025-07,2025-07-13,20250701,20250701,import,1,4053624.08,10836.7,kg,KG,INDIAN RAILWAY CATERING AND TOURISM CORPORATION LIMITED,[in full dataset],[in full dataset],New Delhi,,www.irctc.com/,[in full dataset],Y,JACOBS DOUWE EGBERTS NL B.V.,[in full dataset],Utrecht,,www.de.nl,[in full dataset],Y,INDIAN RAILWAY CATERING AND TOURISM CORPORATION LIMITED,[in full dataset],,6874.5,6874.5,Kolkata,Rotterdam,Utrecht,1,1,8.59,ONE APUS,IMO9015663,LR,V174,252,HLCU,MBL,EGLV659993991,MSCU826042316,BMOU1334394,45HC,TANK,HC,FCL,CFS/CFS,DB Schenker,10214.66
"Coriander, crushed/ground",09092200,09092200,090922,5,"Spices; coriander seeds, crushed or ground",MARKS6905,India,Netherlands,Netherlands,5,2024,1,2024-01,2024-01-25,20240121,20240121,import,1,3584339.46,42415.57,kg,KG,S.L.N. COFFEE PRIVATE LIMITED,[in full dataset],[in full dataset],Kodagu,,www.slncoffee.com,[in full dataset],N,JACOBS DOUWE EGBERTS NL B.V.,[in full dataset],Utrecht,,www.de.nl,[in full dataset],Y,S.L.N. COFFEE PRIVATE LIMITED,[in full dataset],,629.8,629.8,Tuticorin,Amsterdam,Utrecht,1,1,0.79,MOL TRIUMPH,IMO6974104,PA,V990,507,OOLU,MBL,HLCU529957552,MAEU484382317,TCLU5284926,40GP,DRY,GP,LCL,CY/CFS,Expeditors,37511.23
"Chilli/Capsicum, crushed/ground",09042212,09042200,090422,7,"Spices; fruits of the genus Capsicum or Pimenta, crushed or ground",MARKS7075,India,Netherlands,Netherlands,8,2024,7,2024-07,2024-07-24,20240705,20240705,import,1,9582182.28,4412.47,kg,KG,ZEUS EXPORTS PRIVATE LIMITED,[in full dataset],[in full dataset],Ernakulam,,www.zeusexports.com,[in full dataset],Y,JACOBS DOUWE EGBERTS NL B.V.,[in full dataset],Utrecht,,www.de.nl,[in full dataset],Y,ZEUS EXPORTS PRIVATE LIMITED,[in full dataset],,21313.3,21313.3,Kandla,Amsterdam,Utrecht,1,1,26.64,BARZAN,IMO5203200,MH,V476,840,EGLV,MBL,COSU634268127,MAEU632947033,GESU3635700,20GP,REEFER,HC,FCL,CY/CFS,DSV,3857.72
Coriander seeds,09092190,09092100,090921,7,"Spices; coriander seeds, neither crushed nor ground",MARKS5613,India,Netherlands,Netherlands,9,2024,7,2024-07,2024-07-13,20240722,20240722,import,1,9582182.28,26140.25,kg,KG,ALLANA COFFEE CURING WORKS,[in full dataset],[in full dataset],Hassan,,www.allana.com,[in full dataset],Y,JACOBS DOUWE EGBERTS NL B.V.,[in full dataset],Utrecht,,www.de.nl,[in full dataset],Y,ALLANA COFFEE CURING WORKS,[in full dataset],,6306.8,6306.8,Kandla,Amsterdam,Utrecht,1,1,7.88,ONE APUS,IMO5423649,MH,V836,299,COSU,SWB,COSU661121461,CMDU684002037,MSCU2121336,20GP,REEFER,RF,FCL,CY/CY,Kuehne + Nagel,22749.04
Cumin seeds,09093119,09093100,090931,6,"Spices; cumin seeds, neither crushed nor ground",MARKS6416,India,Netherlands,Netherlands,9,2024,9,2024-09,2024-09-03,20240910,20240910,import,1,6665850.08,37422.82,kg,KG,INDIAN RAILWAY CATERING AND TOURISM CORPORATION LIMITED,[in full dataset],[in full dataset],New Delhi,,www.irctc.com/,[in full dataset],Y,JACOBS DOUWE EGBERTS NL B.V.,[in full dataset],Utrecht,,www.de.nl,[in full dataset],Y,INDIAN RAILWAY CATERING AND TOURISM CORPORATION LIMITED,[in full dataset],,4262.6,4262.6,"Mundra, Gujarat",Amsterdam,Utrecht,1,1,5.33,MAERSK MOLLER,IMO6040809,SG,V234,608,COSU,SWB,YMLU535042290,MAEU581033982,CAIU1371998,45HC,OPEN TOP,HC,LCL,CY/CY,DSV,35116.52
Turmeric,09103030,09103000,091030,6,Spices; turmeric (curcuma),MARKS9341,India,Netherlands,Netherlands,8,2024,11,2024-11,2024-11-14,20241120,20241120,import,1,4123757.67,6424.94,kg,KG,ALLANA COFFEE CURING WORKS,[in full dataset],[in full dataset],Hassan,,www.allana.com,[in full dataset],Y,Euro Koffie B.V.,[in full dataset],Enschede,,www.eurokoffie.com,[in full dataset],Y,ALLANA COFFEE CURING WORKS,[in full dataset],,1483.4,1483.4,Visakhapatnam,Amsterdam,Enschede,1,1,1.85,MOL TRIUMPH,IMO8888928,LR,V621,875,HMMU,SWB,MSCU498991967,COSU981781380,FCIU2732403,40HC,OPEN TOP,RF,FCL,CFS/CFS,Yusen Logistics,6088.46
"Chilli/Capsicum, crushed/ground",09042219,09042200,090422,9,"Spices; fruits of the genus Capsicum or Pimenta, crushed or ground",MARKS4706,India,Netherlands,Netherlands,5,2025,4,2025-04,2025-04-06,20250424,20250424,import,1,5330617.29,48477.63,kg,KG,MCLEOD RUSSEL INDIA LIMITED,[in full dataset],[in full dataset],Kolkata,,www.mcleodrussel.com,[in full dataset],Y,J.S. Polak Koninklijke Specerijenmaalderij B.V.,[in full dataset],Steenwijk,,www.royalpolakspices.com,[in full dataset],Y,MCLEOD RUSSEL INDIA LIMITED,[in full dataset],,652.6,652.6,Visakhapatnam,Amsterdam,Steenwijk,1,1,0.82,HMM ALGECIRAS,IMO2752975,PA,V952,53,YMLU,SWB,ONEY588777769,COSU551653517,TGHU3764971,40GP,REEFER,HC,FCL,CY/CFS,Yusen Logistics,44107.16
"Chilli/Capsicum, crushed/ground",09042229,09042200,090422,7,"Spices; fruits of the genus Capsicum or Pimenta, crushed or ground",MARKS8537,India,Netherlands,Netherlands,9,2024,6,2024-06,2024-06-07,20240621,20240621,import,1,5426151.02,4308.47,kg,KG,ADITYA FOOD AND BEVERAGES PRIVATE LIMITED,[in full dataset],[in full dataset],Karimnagar,,,,Y,JACOBS DOUWE EGBERTS NL B.V.,[in full dataset],Utrecht,,www.de.nl,[in full dataset],Y,ADITYA FOOD AND BEVERAGES PRIVATE LIMITED,[in full dataset],,4968.1,4968.1,Tuticorin,Rotterdam,Utrecht,1,1,6.21,MSC GULSUN,IMO1383604,SG,V649,359,MAEU,MBL,MAEU155088718,MAEU487148254,BMOU3267054,40HC,DRY,RF,FCL,CY/CFS,DB Schenker,3998.27
Ginger (whole),09101130,09101100,091011,6,"Spices; ginger, neither crushed nor ground",MARKS3808,India,Netherlands,Netherlands,7,2024,2,2024-02,2024-02-15,20240208,20240208,import,1,3777184.92,18261.6,kg,KG,ROOTS CORPORATION LIMITED,[in full dataset],[in full dataset],Mumbai,,www.gingerhotels.com,[in full dataset],Y,JACOBS DOUWE EGBERTS NL B.V.,[in full dataset],Utrecht,,www.de.nl,[in full dataset],Y,ROOTS CORPORATION LIMITED,[in full dataset],,23355.6,23355.6,Chennai,Rotterdam,Utrecht,1,1,29.19,HMM ALGECIRAS,IMO5480817,SG,V587,241,HLCU,HBL,YMLU170703286,EGLV890666465,BMOU4255078,20GP,REEFER,HC,FCL,CY/CY,Expeditors,16422.68
"Ginger, crushed/ground",09101290,09101200,091012,7,"Spices; ginger, crushed or ground",MARKS4786,India,Netherlands,Netherlands,5,2025,4,2025-04,2025-04-12,20250424,20250424,import,1,5330617.29,2320.54,kg,KG,UNITED COFFEE HOUSE,[in full dataset],[in full dataset],New Delhi,,,,Y,JACOBS DOUWE EGBERTS NL B.V.,[in full dataset],Utrecht,,www.de.nl,[in full dataset],Y,UNITED COFFEE HOUSE,[in full dataset],,2167.8,2167.8,Visakhapatnam,Amsterdam,Utrecht,1,1,2.71,APL MEXICO CITY,IMO7264434,SG,V399,817,CMDU,SWB,MAEU832965770,HLCU613177854,TCLU5669720,45HC,DRY,RF,LCL,CY/CFS,Bollore Logistics,2154.24
"Chilli/Capsicum, crushed/ground",09042211,09042200,090422,7,"Spices; fruits of the genus Capsicum or Pimenta, crushed or ground",MARKS3437,India,Netherlands,Netherlands,6,2025,1,2025-01,2025-01-12,20250123,20250123,import,1,3467849.43,64830.73,kg,KG,INDIAN RAILWAY CATERING AND TOURISM CORPORATION LIMITED,[in full dataset],[in full dataset],New Delhi,,www.irctc.com/,[in full dataset],Y,ETNA Coffee Equipment B.V.,[in full dataset],Doetinchem,,www.etna-ct.com,[in full dataset],Y,INDIAN RAILWAY CATERING AND TOURISM CORPORATION LIMITED,[in full dataset],,9658.8,9658.8,Visakhapatnam,Amsterdam,Doetinchem,1,1,12.07,YM WARRANTY,IMO4758029,SG,V886,951,HMMU,HBL,MSCU802179783,CMDU645691010,FCIU8721341,45HC,TANK,GP,LCL,CY/CY,DSV,60209.71
Cumin seeds,09093111,09093100,090931,9,"Spices; cumin seeds, neither crushed nor ground",MARKS1910,India,Netherlands,Netherlands,6,2025,7,2025-07,2025-07-02,20250702,20250702,import,1,4053624.08,12565.53,kg,KG,CCL PRODUCTS (INDIA) LIMITED,[in full dataset],[in full dataset],Hyderabad,,www.cclproducts.com,[in full dataset],Y,JACOBS DOUWE EGBERTS NL B.V.,[in full dataset],Utrecht,,www.de.nl,[in full dataset],Y,CCL PRODUCTS (INDIA) LIMITED,[in full dataset],,18344.2,18344.2,Visakhapatnam,Rotterdam,Utrecht,1,1,22.93,APL MEXICO CITY,IMO8942521,LR,V476,460,OOLU,MBL,MAEU676132914,HLCU494050576,TCLU9840926,20GP,OPEN TOP,GP,LCL,CY/CY,DHL Global Forwarding,10946.46
Cumin seeds,09093129,09093100,090931,9,"Spices; cumin seeds, neither crushed nor ground",MARKS1462,India,Netherlands,Netherlands,7,2024,7,2024-07,2024-07-23,20240707,20240707,import,1,9582182.28,4856.1,kg,KG,MADHUSUDAN MASALA LIMITED,[in full dataset],[in full dataset],Jamnagar,,www.madhusudanmasala.com,[in full dataset],Y,JACOBS DOUWE EGBERTS NL B.V.,[in full dataset],Utrecht,,www.de.nl,[in full dataset],Y,MADHUSUDAN MASALA LIMITED,[in full dataset],,24135.6,24135.6,Tuticorin,Amsterdam,Utrecht,1,1,30.17,EVER GIVEN,IMO7664682,MH,V895,427,HMMU,HBL,MSCU704765090,COSU805914591,CAIU1529196,20GP,FLAT RACK,GP,LCL,CY/CFS,CEVA Logistics,4406.28
"Coriander, crushed/ground",09092200,09092200,090922,8,"Spices; coriander seeds, crushed or ground",MARKS8063,India,Netherlands,Netherlands,7,2025,4,2025-04,2025-04-02,20250409,20250409,import,1,5330617.29,1496.32,kg,KG,INDIAN RAILWAY CATERING AND TOURISM CORPORATION LIMITED,[in full dataset],[in full dataset],New Delhi,,www.irctc.com/,[in full dataset],N,J.S. Polak Koninklijke Specerijenmaalderij B.V.,[in full dataset],Steenwijk,,www.royalpolakspices.com,[in full dataset],Y,INDIAN RAILWAY CATERING AND TOURISM CORPORATION LIMITED,[in full dataset],,13318.3,13318.3,Visakhapatnam,Amsterdam,Steenwijk,1,1,16.65,MADRID MAERSK,IMO6020143,SG,V203,451,HMMU,MBL,COSU634393537,MAEU505284193,TGHU4162487,40HC,REEFER,RF,FCL,CFS/CFS,Sinotrans,1312.41
Ginger (whole),09101190,09101100,091011,5,"Spices; ginger, neither crushed nor ground",MARKS8755,India,Netherlands,Netherlands,5,2024,8,2024-08,2024-08-10,20240821,20240821,import,1,6613112.5,6505.28,kg,KG,INDIAN RAILWAY CATERING AND TOURISM CORPORATION LIMITED,[in full dataset],[in full dataset],New Delhi,,www.irctc.com/,[in full dataset],Y,JACOBS DOUWE EGBERTS NL B.V.,[in full dataset],Utrecht,,www.de.nl,[in full dataset],Y,INDIAN RAILWAY CATERING AND TOURISM CORPORATION LIMITED,[in full dataset],,18948.8,18948.8,Kolkata,Rotterdam,Utrecht,1,1,23.69,OOCL HONG KONG,IMO9810866,MH,V714,723,ONEY,MBL,ONEY120750123,ONEY735807087,FCIU9137954,45HC,REEFER,GP,FCL,CFS/CFS,CEVA Logistics,5861.33
Black pepper (whole),09041180,09041100,090411,7,"Spices; pepper (of the genus piper), neither crushed nor ground",MARKS3117,India,Netherlands,Netherlands,8,2025,4,2025-04,2025-04-12,20250413,20250413,import,1,5330617.29,9064.02,kg,KG,BARISTS COFFEE COMPANY LIMITED,[in full dataset],[in full dataset],New Delhi,,,,Y,JACOBS DOUWE EGBERTS NL B.V.,[in full dataset],Utrecht,,www.de.nl,[in full dataset],Y,BARISTS COFFEE COMPANY LIMITED,[in full dataset],,841.7,841.7,"Nhava Sheva (JNPT), Mumbai",Rotterdam,Utrecht,1,1,1.05,MAERSK MOLLER,IMO3516589,SG,V529,281,ZIMU,MBL,COSU523880326,YMLU944185414,FCIU6223546,20GP,REEFER,GP,FCL,CFS/CFS,CEVA Logistics,8226.88
Cumin seeds,09093121,09093100,090931,5,"Spices; cumin seeds, neither crushed nor ground",MARKS3026,India,Netherlands,Netherlands,6,2025,3,2025-03,2025-03-21,20250316,20250316,import,1,4166176.36,39532.65,kg,KG,S.L.N. COFFEE PRIVATE LIMITED,[in full dataset],[in full dataset],Kodagu,,www.slncoffee.com,[in full dataset],Y,JACOBS DOUWE EGBERTS NL B.V.,[in full dataset],Utrecht,,www.de.nl,[in full dataset],Y,S.L.N. COFFEE PRIVATE LIMITED,[in full dataset],,9643.5,9643.5,Visakhapatnam,Rotterdam,Utrecht,1,1,12.05,EVER ACME,IMO7511535,LR,V323,272,OOLU,SWB,MSCU535164155,YMLU552579838,BMOU1975844,40GP,TANK,RF,FCL,CY/CY,Nippon Express,35283.46
